차종,제조사,모델명,국비 (만원),지방비 (만원),보조금 (만원),text,연도,행정구역
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 강릉시 모델별 보조금,2023,강릉시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 강릉시 모델별 보조금,2023,강릉시
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 동해시 모델별 보조금,2023,동해시
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 동해시 모델별 보조금,2023,동해시
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 동해시 모델별 보조금,2023,동해시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 동해시 모델별 보조금,2023,동해시
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 태백시 모델별 보조금,2023,태백시
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 태백시 모델별 보조금,2023,태백시
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 태백시 모델별 보조금,2023,태백시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 태백시 모델별 보조금,2023,태백시
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 속초시 모델별 보조금,2023,속초시
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 속초시 모델별 보조금,2023,속초시
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 속초시 모델별 보조금,2023,속초시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 속초시 모델별 보조금,2023,속초시
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 삼척시 모델별 보조금,2023,삼척시
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,25000,50000,2023년도 수소자동차 삼척시 모델별 보조금,2023,삼척시
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,21000,42000,2023년도 수소자동차 삼척시 모델별 보조금,2023,삼척시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,16000,42000,2023년도 수소자동차 삼척시 모델별 보조금,2023,삼척시
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 홍천군 모델별 보조금,2023,홍천군
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 홍천군 모델별 보조금,2023,홍천군
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 홍천군 모델별 보조금,2023,홍천군
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 홍천군 모델별 보조금,2023,홍천군
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 횡성군 모델별 보조금,2023,횡성군
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 횡성군 모델별 보조금,2023,횡성군
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 횡성군 모델별 보조금,2023,횡성군
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 횡성군 모델별 보조금,2023,횡성군
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 평창군 모델별 보조금,2023,평창군
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 평창군 모델별 보조금,2023,평창군
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 평창군 모델별 보조금,2023,평창군
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 평창군 모델별 보조금,2023,평창군
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 철원군 모델별 보조금,2023,철원군
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 철원군 모델별 보조금,2023,철원군
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 철원군 모델별 보조금,2023,철원군
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 철원군 모델별 보조금,2023,철원군
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 화천군 모델별 보조금,2023,화천군
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 화천군 모델별 보조금,2023,화천군
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 화천군 모델별 보조금,2023,화천군
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 화천군 모델별 보조금,2023,화천군
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 양구군 모델별 보조금,2023,양구군
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 양구군 모델별 보조금,2023,양구군
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 양구군 모델별 보조금,2023,양구군
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 양구군 모델별 보조금,2023,양구군
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 인제군 모델별 보조금,2023,인제군
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 인제군 모델별 보조금,2023,인제군
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 인제군 모델별 보조금,2023,인제군
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 인제군 모델별 보조금,2023,인제군
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 고성군 모델별 보조금,2023,고성군
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 고성군 모델별 보조금,2023,고성군
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 고성군 모델별 보조금,2023,고성군
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 고성군 모델별 보조금,2023,고성군
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 양양군 모델별 보조금,2023,양양군
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,25000,50000,2023년도 수소자동차 양양군 모델별 보조금,2023,양양군
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,21000,42000,2023년도 수소자동차 양양군 모델별 보조금,2023,양양군
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 양양군 모델별 보조금,2023,양양군
일반승용(수소),현대자동차,넥쏘,2250,1100,3350,2023년도 수소자동차 청주시 모델별 보조금,2023,청주시
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 청주시 모델별 보조금,2023,청주시
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 청주시 모델별 보조금,2023,청주시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 청주시 모델별 보조금,2023,청주시
일반승용(수소),현대자동차,넥쏘,2250,1100,3350,2023년도 수소자동차 충주시 모델별 보조금,2023,충주시
